reviews,sentiment
"Αγοραστηκε για να χρησιμοποιηθει απο ενα κοριτσακι 6ετων οποτε οι απαιτησεις δεν ειναι μεγαλες. Στα τελευταια νεα που εχω για την χρηση που το κανει, δηλαδη youtube και παιχνιδια ειναι υπεραρκετο.",1
"Γενικά για την τιμή του είναι έτσι και έτσι,  τα ηχεία του είναι πολλυ καλά αλλά όχι πολλυ δυνατά. Τι είχα πάρει αρχές Ιουλίου και είμαι υκανοποιημένος. Αλλά η οθόνη είναι πολλυ μέτρια. Επίσης η ταχύτητα του δεν είναι πολύ καλή με 4 πυρήνες και 2GB ram δεν θα το κάνει πολλυ γρήγορο,  αλλα για την τιμή του είναι αρκετά καλό",1
Δυνατο ταμπλετ και εξαιρετικα τιμιο μιας και η τιμη του δεν ειναι ιδιαιτερα υψηλη σε σχεση με αυτο που παιρνεις! Αρκετα καλο και για ελαφρυ gaming,1
Το πήραμε κυρίως για να παίζει παιχνίδια το παιδί (9 ετών). Το έχουμε λίγο καιρό αλλά πρόλαβε ήδη να προσπεράσει μια πτώση χωρίς να πάθει ευτυχώς τίποτα. Η μέχρι στιγμής εμπειρία μας είναι απόλυτα θετική.,1
"Αξίζει τα λεφτά του. Αν ξέρεις τον λόγο που αγοράζεις tablet και δεν το θες για να αντικαταστήσεις με 123€ έναν καλό υπολογιστή/laptop ή την τέλεια φωτογραφική μηχανή του... S20, τότε σου το προτείνω ανεπιφύλακτα. Εγώ το πήρα κατέχοντας τα προηγούμενα, για πρόσθετη συσκευή για τα video calls για να μην δεσμεύω τον υπολογιστή μου και το κινητό. Έχει υποδοχή για Sim που μπορεί να είναι Data sharing στη σύνδεση που ήδη έχεις (2η μόνο για Data) και να το χρησιμοποιείς σε μέρη που δεν έχει Wifi",1
"Samsung Galaxy Tab A από το 2016, δουλεύει ακόμα αξιόπιστα, αντίθετα με LG και MLS παρόμοιας τιμής που αγοράστηκαν μαζί. Αυτό το πήραμε το 2020, εξαιτίας της αντοχής του παλιού - μέχρι τώρα φαίνεται αντάξιο.
Το χρησιμοποιεί 10χρονος, 6 ώρες τηλεμάθημα την ημέρα + youtube + παιχνίδια. Φόρτιση σχεδόν κάθε βράδυ - όχι πάντα.
Συστήνω θήκη προστασίας καλού - κακού...",1
Για να χαζολογάνε τα παιδιά είναι ότι πρεπει..γρήγορο με ολες τις εφαρμογές που χρειάζονται κ οικονομικό για να μη κλαις τα λεφτά σου αμα το σπασουν... Μπαταρία που κρατάει δυο μερες.. Super!!!,1
"Πολύ καλό, το πήρα για την μικρή μου να βλέπει παιδικα κ για εμένα να μπαίνω για ενημέρωση κ γενικά ότι χρειαστεί  κ σχετικά με την δουλεια μου. Μέχρι στιγμής δείχνει να ειναι καλη επιλογη και αξιο των χρηματων του.",1
Έχω το 8 ιντσών. Το εχω πάρει εδώ και 1 χρόνο και είναι ακόμα πολύ γρήγορο.κραταει 3 μέρες βαριά χρήση.η κάμερα ειναι τέλεια.πολυ ωραία ανάλυση αξίζει τα λεφτά.,1
"Δεν μπορω αλλο... βλεπω ολους να λενε ΤΟ ΑΠΟΛΥΤΟ VFM κλπ....
Αρχικα, αν θελετε να παιζετε παιχνιδια ξεχαστε το. Κολλαει ακομα και στο FIFA MOBILE.
Η καμερα εχει χαλια αποτελεσματα, αν και προφανως αυτος που θα παρει αυτο το tablet δεν περιμενει και καμια Red DSLR κλπ...
Η μπαταρια γυρω στις 6 - 8 ωρες συνεχομενες διασκεψεις, αν το εχετε φορτισει θα σας τη βγαλει.
Η οθονη (που οι περισσοτεροι λενε α το πηρα για youtube και netfix μια χαρα παρτε το) ειναι στην καλυτερη ικανοποιητικη.
Σε αυτη την τιμη θα κολλαει, deal with it.
Καλυτερα παρτε το Α7.",1
Για τα χρήματα του ειναι οτι καλύτερο δεν νομίζω να προσδοκά  κανείς  με τόσα χρήματα να πάρει κάτι ποιό  καλό  πάντως  η οθόνη του είναι εξαιρετικά καλή δεν το περίμενα για να είμαι ειλικρινής.,1
Είναι ότι χειρότερο. Γενικά όλα τα lenovo είναι χάλια. Κακά ΟΛΑ. ΟΛΑ ΟΜΩΣ και το εχω περιπου 2 χρόνια,-1
Αγόρασα δύο για τα παιδια. Το ένα έχει κάποιο ελαφρύ πρόβλημα στο μικρόφωνο και το λέω γιατί μπορώ να το συγκρίνω με το άλλο. Περιμένω μετά το lockdown να το πάω για service,1
"Είναι ένα τελείως entry-level ταμπλετ, που του λείπει μια βασική δυνατότητα: ΔΕΝ συνδέεται με τηλεόραση, δεν έχει mirroring ή tv-casting ή smart view ή όπως αλλιώς λέγεται. Δεν ξέρω αν σε μελλοντική αναβαθμιση θα προσφερθει, αλλά προς το παρόν είναι η μια και βασική παράλειψη του ταμπλετ...",0
"Σχέση ποιότητας τιμής ικανοποιητική, η μπαταρία διαρκεί αρκετά για τη χρήση που γίνεται και μέχρι στιγμής είναι ανθεκτικό σε πτώσεις. Το χρησιμοποιεί ο γιος μου εδώ και ένα μήνα και έχει αντέξει ακόμη!!!",1
"Χρόνια χρήστης προϊόντων της Lenovo, την οποία θεωρώ πολύ vfm εταιρεία γενικά και με δεδομένο ότι οι τιμές της Samsung ήταν αστεία υψηλές, δεν είχα πρότερη εμπειρία από προϊόντα της. Αυτό που με προβλημάτιζε πάντα με την Lenovo όμως, ήταν ότι τα updates στο λογισμικό ήταν σχεδόν ανύπαρκτα και πάντα ανούσια, με αποτέλεσμα μετά από κάποιον καιρό το τάμπλετ να γίνεται αργό και όλο κολλήματα.

Το Tab A στα επίπεδα των 120 ευρώ που το αγόρασα, το θεωρώ αξιοπρεπέστατη αγορά. Το πήρα για την κόρη μου, για να κάνει τα τηλεμαθήματα του δημοτικού και για να παίζει και κανένα παιχνιδάκι στα διαλείμματα. Όμορφο, ελαφρύ, φωτεινή οθόνη και με πληθώρα θηκών για να διαλέξεις. Η μπαταρία του κρατάει αρκετά και γενικά είμαι πολύ ευχαριστημένος. Σε διάρκεια ενός μήνα έχει κάνει ήδη 2 updates και θα το χαρακτήριζα αρκετά γρήγορο για τα χαρακτηρηστικά του. Για κάμερα-ηχεία δεν έχω άποψη, χρησιμοποιούμε κατα 90% ακουστικά για τον ήχο και φωτογραφίες βγάζουμε ή με την φωτογραφική μηχανή ή με το κινητό. 

Θα έχω ανοιχτές τις ερωτήσεις αν μπορώ να βοηθήσω σε κάτι άλλο..",1
"Ποιότητα οθόνης μέτρια 
Καλές φωτογραφίες 
Κολλάει μερικές φορές αλλα πολύ λίγο το καταλαβαίνει κάποιος μόνο αν ξέρει να χρησιμοποιεί σωστά ταμπλετ κινητά 
Μπαταρία πολύ δυνατή",1
"Εξαιρετικα γρηγορο,πολυ καλη αναλυση  και μπαταρια που διαρκει πανω απο 8 ωρες συνεχομενης χρησης.Πολυ  καλυτερο απο αυτο που περιμενα",1
Το έχω αγοράσει περίπου 1 χρόνο με μια Προσφορά τότε 130 ευρώ ένα πολύ καλό Ταμπλετ το χρησιμοποιώ καθημερινά και πολλες ώρες αξίζει τα χρήματα και με το παραπάνω το συνιστώ ανεπιφύλακτα...,1
Το αγόρασα πριν 15 ημέρες για το παιδί (10 ετών) επηρεασμένος από θετικές αξιολογήσεις.  Έχοντας την εμπειρία απο 3 κινητά Samsung στην οικογένειά την θεωρώ αξιόπιστη επιλογή.,1
"Είναι κατάλληλο tablet για καθε ηλικία, πολύ γρήγορο και εύχρηστο με εξαιρετικά γραφικά της Samsung. Το μόνο του ελλατωματάκι είναι πως δεν έχει bixby assistant ενώ είναι μοντέλο του 2019",1
"Πολύ καλό για τα χρήματα του.Πολυ ανθεκτικο,γρηγορς και για ταμπλετ εχει αρκετα καλη καμερα.Σας το πρωτεινω.",1
"Πολύ καλό tablet, ειδικά για τα χρήματά του. Υστερεί σε ταχύτητα και οθόνη σε σχέση με πιο ακριβά μοντέλα.",1
"ενώ έχει αρκετή ραμ, υπάρχει κάποιο θέμα με την ταχύτητα του δικτύου. στα καλά καθούμενα είναι πολύ αργό",-1
"Τίμιο ταμπλετάκι για τα χρηματά του για απλή καθημερινή χρήση και ελαφρύ gaming...Καλή ποιότητα κατασκευής με ωραία αίσθηση στο χέρι, για όσους ενδιαφέρονται να δόυνε περισσότερα έκανα ενα μικρό βίντεο https://youtu.be/T0AEIENoeh4",1
"το δυνατό του σημείο είναι η μπαταρία σίγουρα, τα υπόλοιπα είναι πολύ μέτρια αλλά καλό για τα λεφτά του, με την τελευταία έκδοση android βέβαια κολλάει αρκετά περισσότερο απο πριν",0
"Για τα χρήματά του είναι αξιοπρεπές. Δεν κολλάει αλλά δεν ανταποκρίνεται όπως οι ακριβότερες συσκευές. Είναι ελαφρύ και εύχρηστο. Τα αρνητικά του είναι η ανταπόκριση της οθόνης στο άγγιγμα, που κατά τη γνώμη μου είναι μέτρια προς κακή και πολλές φορές δεν προσαρμόζεται η φωτεινότητα της οθόνης σωστά στο φώς του χώρου και χρειάζεται να το κάνω χειροκίνητα. Σε γενικές γραμμές αξίζει τα λεφτά του αλλά μέχρι εκεί, μην περιμένετε κάτι παραπάνω. Εγώ λόγω μάρκας το περίμενα καλύτερο.",0
Καλό γενικά. Το χρησιμοποιούν τα παιδιά μου για τηλεκπαίδευση. Αξίζει τα λεφτά του. Μόνο η μπαταρία έχει μικρή διάρκεια.,1
"Είναι ένα αρκετά τίμιο ταμπλετ για τα χρήματα του. Δεν χρειάζεται να βάλετε sd κάρτα ή βάλτε μία περίπου 4 ή 8 gb αν θέλετε περισσότερες εφαρμογές. Το λογισμικό android 9 go edition το κάνει αρκετά γρήγορο αλλά υπάρχουν διάφορα bugs που δεν φεύγουν ακόμη και με ενημέρωση λογισμικού. Επίσης, δεν υπάρχει multitasking που θα περίμενα από ταμπλετ. Όμως το μεγαλύτερο μου πρόβλημα είναι πως σε πετάει έξω από εφαρμογές όλη την ώρα!! Ακόμη και λίγο να κολάει το Google Earth σε πετάει έξω! Δυστυχώς αυτή η συσκευή απλώς δεν αντέχει πολύ! Μου κόλλησε σε bootloop μετά από μόνο τρεις μήνες χρήσης!

Αλλά υπάρχουν πολλά θετικά με αυτή τη συσκευή! Έχει μια μεγαλη οθόνη με μικρά bezzels, το μέγεθος του τάμπλετ είναι αρκετά μεγάλο για να βλέπεις ταινίες αλλά αρκετά μικρό για να σου χωρέσει στην τσέπη και το λογισμικό του είναι γρήγορο και ικανοποιητικό παρόλο που έχει bugs.

Πιστεύω πως αν δεν έχεις πολλές απαιτήσεις, θα είναι μια πολλή καλή συσκευή! 7/10",1
Στην τιμη του το καλυτερο compact tablet Για βασικη χρηση παντα...,1
"Τέλειο για τα χρήματά του, πολύ γρήγορο δε κολλάει με τίποτα, πολύ καλή ανάλυση και στέρεο ήχος πολύ δυνατός!!!, ακόμη και η φωτογραφία βγαίνει αξιοπρεπέστατη,  δε περίμενα να ειναι τόσο καλό σε αυτή την τιμή  Παιχνίδια δε παίζω για να δω πως πάει,  άλλα για απλή χρήση είναι τέλειο, Είχα πριν Lenovo σε αυτή τη κατηγορία τιμής και κολλούσε τελευταία αρκετα.",1
"Δείτε ένα βιντεάκι  εδώ

https://youtu.be/2SykxHNDG2A",1
"Πολύ καλό αλλά υπερτιμημένο αν και αγοράστηκε 776 ευρώ, σε Ελληνικό Ιντερνετικό μαγαζί. Το μέγεθος είναι μεγάλο και αχρείαστο για tablet οπότε αν θέλετε να το κουβαλάτε μαζί σας θα πρέπει να δείτε κάποιο μικρότερων διαστάσεων. Το γνώριζα εκ των προτέρων αλλά το πήρα μόνο και μόνο για την ποιότητα της οθόνης και το 5G. Με την θήκη εκτός από τον όγκο θα έχετε και πρόβλημα βάρους, οπότε κάποιοι υποψήφιοι αγοραστές ίσως θα πρέπει να κοιτάξουν για 13άρι laptop. Κάνει και παίρνει τηλεφωνικές κλήσεις και μηνύματα. Οι δυνατότητες του Dex με πληκτρολόγιο και ποντίκι σε τάμπλετ είναι κρύο ανέκδοτο όταν συγκρίνεται έστω και με laptop των 400 ευρώ.",1
"Παίρνει σχεδόν σε όλα του τα χαρακτηριστικά 10/10,  λεπτό, ελαφρυ, αστραπιαίο, ποιοτικό, εντυπωσιακό, άψογος ήχος !! 

Η οθόνη είναι πραγματικά τεράστια και κρύσταλλο, η πρακτικότητα της δηλαδή είναι εστιασμένη σαν εργαλείο δουλείας παρά σαν tablet αναψυχής.  

Η συσκευασία δεν εχει τον 45W ταχυφορτιστή, ούτε τον 23W, εχει τον 15W, πράγμα που με βρίσκει σύμφωνο γιατί φορτίζει σε πολύ κάλους χρόνους και δεν καταπονείτε η μπαταριά με την ταχεία φόρτιση.   

Το μόνο που μπορώ να του προσάψω είναι η camera, οι φωτογραφείς έχουν λίγο θόρυβο ή επεμβαίνει το software για να τις βελτιώσει. Όχι ότι θα χρησιμοποιείς για φωτογραφική 12,4 ίντσες tablet !! Και σε καμία περίπτωση δεν είναι deal braker η camera.

Η μπαταρία διαρκεί 1 ήμερα με λογική χρήση, για μεγαλύτερη αυτάρκεια θα έπρεπε να είναι πιο χοντρό και αυτό δεν θα το προτιμούσα.

Για αποκλειστική χρήση Social media, instagram κτλπ δεν θα το συνιστούσα γιατί οι εφαρμογές δεν είναι εξειδικευμένες για αυτό το μέγεθος οθόνης και είναι σαν να κοιτάς 40αρα τηλεόραση στα 2 μετρα. 

Θα επανέλθω μετα από καιρο αν παρατηρήσω κάποιο μειονέκτημα , η κριτική μου είναι με βάση την πραγματικότητα και όχι ότι αφού το επέλεξα και εδωσα λεφτά θα το ευλογήσω.",1
"Το έχω περίπου 1 μηνα. Η καλύτερη ηλεκτρονική συσκευή που είχα ποτέ. Απίστευτη οθόνη, συγκλονιστικος ήχος. Δε κολλάει πουθενά. Το 3.1 τρέχει νερό. Το πενακι φοβερό και με το dex έχεις εμπειρία Windows.Χωρις ανεμιστήρες, χωρίς θερμοκρασίες και θορύβους.Ενας καμβάς με πάχος 5 χιλιοστα που από μέσα του ξεπηδα ο κοσμος ολος. Μια συσκευή επιστημονική φαντασία για όσους πρόλαβαν και την αναλογική εποχή. Σκοτώνει για πλάκα ένα surface που είχα πριν. Πλέον τα Windows χρειάζονται μόνο για εξειδικευμένα προγράμματα. Ακριβό αλλά ότι δίνεις παιρνεις. Σε σχέση με το ipad χάνει μόνο αν έχεις ήδη οικοσύστημα Apple αλλιώς το πατάει κιαυτο σε οθόνη, ήχο, πάχος βάρος, dex. Αν θέλαμε να βρούμε αρνητικά θα λεγαμε το αργό δαχτυλικο και την σχετικά μέτρια αυτονομία.",1
"Το παρέλαβα χτες απίστευτη οθόνη, εκπληκτικός ήχος, 120hz,ρολαρει ταχύτατα πολύ καλή μπαταρία ίσως το καλύτερο  android tablet αυτή την στιγμή. Πολύ ακριβό αλλά άξιζει πραγματικά. Σε 4k υλικό απλά μου έφυγε το σαγόνι.",1
"Το έχω κάποιες μέρες και είναι ό,τι καλύτερο έχω χρησιμοποιήσει από τάμπλετς αλλά και γενικότερα από οποιοδήποτε άλλο ηλεκτρονικό.
Το χρησιμοποιώ για να γράφω και να ζωγραφίζω και η αίσθηση είναι μοναδική. Το στυλό του ξεπερνά σε ακρίβεια, ταχύτητα και απόκριση ακόμη κι αυτούς των καλύτερων ipads. Φυσική αίσθηση καλύτερα κι από το να γράφεις με κανονικό μολύβι ή στυλό. 
Η οθόνη επίσης είναι η καλύτερη που υπάρχει ως τώρα σε τάμπλετ και είναι απόλαυση για το διάβασμα αλλά και για τα βίντεο.
Ο ήχος πολύ καθαρός και δυνατός με τέσσερα ηχεία. 
Ο Snapdragon 865+ το κάνει ταχύτατο και με 8 gigabytes κεντρική μνήμη σε Android 10 έχεις 20 εφαρμογές ανοιχτές και όλα γίνονται στο φτερό.
Τι άλλο να πω! Το ξέρω ότι ακούγομαι αφόρητα εγκωμιαστική περιγράφοντας αυτό το τάμπλετ και γενικά αυτό δεν το κάνω όταν περιγράφω προϊόντα, αλλά εδώ κάνω την εξαίρεση.
Για αυτούς που χρησιμοποιούν δημιουργικά ή εκπαιδευτικά τα τάμπλετ τους, το συγκεκριμένο θα τους ενθουσιάσει.",1
Είναι απλά άπαιχτο!!!.,1
"Αυτό το τάμπλετ είναι με λίγα λόγια τέλειο!!!!!!
Το έχω περίπου ενάμισι χρόνο και δεν έχει κολήσει ούτε μια φορά!!!
Η μπαταρία του κρατάει περίπου 9μισι ώρες σε YouTube και browsing.
Το παιχνίδι το σηκώνει η μπαταρία max 6μισι ώρες.
Το browsing είναι πολύ γρήγορο! 
Ο A10X που ΄χει είναι ο πιο γρήγορος επεξεργαστής που έχει υπάρξει ποτέ σε iPad !!!!!
Η κάμερα είναι το ότι καλύτερο!!!
Γραφικά απο άλλο πλανήτη.
Η οθόνη έχει πολυ καλη ανάλυση και με το True Tone και pro motion 120hz είναι απίθανη!!!
Η 4giga ram απλός τέλεια!!! Μπορει να συγκρατίσει πολές εφαμοργές ανοιχτές χωρίς να ξεχάσει σε κάθε εφαμοργή που είχες μείνει.
Ο δίσκος είναι αρκετά μεγάλος για εμένα. Εχω 100 ταινίες, 95.000 φωτο, 1.635 βίντεο και 230 εφαμοργές και ο διαθέσιμος χώρος είναι 32gb.
Η τιμή είναι μια χαρά.
Τα ηχεία του είναι πολύ ποιοτηκά και δυνατά.
Ερχομένος από το iPad mini πρώτης γενιάς, βλέπω βελτίοση σε gaming, browsing, ταχύτητα, κάμερα, ήχο και ανάλυση οθόνης. Στην αρχη, μου φάνηκε τεράστιο, αλλά γρήγορα το συνήθησα.
Παιδιά, να ξέρετε ότι όταν αγοράζετε iPad ή iPhone πρέπει να προσέξετε τη ποσότητα μνήμης του δίσκου, γιατί το μηλαράκι δεν υποστηρίζει micro sd, οπότε με όση μνήμη έχει ο δίσκος, με τόση μπορείς να το δουλέψεις.
Ένα ερώτημα που υπάρχει στο iPad Pro είναι αν μπορούν να αντικαταστίσουνέναν φορητό υπολογιστή.
Σε ‘μένα προσωπικά μπορει να αντικαταστίσει το laptop μου μόνο σε ταχύτητα cpu διότι, το laptop μου είναι 4πύρηνο και τρέχει στα 1,8 GHz ενώ αυτο το τάμπλετ είναι 6πύρηνο και τρέχει στα 2,4 GHz.
Το έχω ζευγοποιήσει με Microsoft keyboard και mouse και λειτουργεί σαν υπολογιστής.
Καλό είναι να το έχετε σε θήκη διότι το service του είναι ακριβό.
Ακόμα, απ’το μηλαράκι ότι και αν αγοράσετε αξίζει!!!
Ελπίζω να σας βοήθησα για τις αγορές σας.",1
Πολυ ωραιο και βολικο iPad. Η οθονη του ειναι φοβερη καμια σχεση με οτι αλλο εχω δοκιμασει. Δεν κολλαει καθολου και ειναι πολυ ξεκουραστο για τα ματια . Το συστηνω ανεπιφυλακτα,1
"Λοιπόν παιδιά έχουμε και λέμε ήμουν στην αρχή πολύ διστακτικός για την αγορά ενός ipad και γενικά tablet. Όπου και να διάβαζα όλοι έλεγαν ότι table = ipad. Μονόδρομος. Ήθελα κάτι το οποίο να έχει καλή κατασκευή και να μπορώ να σχεδιάζω με επαγγελματικό αποτέλεσμα και σε συνδιασμο με Apple pencil όντως είναι έτη φωτός μακριά από τον ανταγωνισμό! Δεν είμαι Apple fan boy αλλά η αλήθεια να λέγεται, το ipad είναι από άλλο πλανήτη και σε συνδυασμό με το λειτουργικό του που ολοένα και θα γίνεται καλύτερο ειδικά με το ios 13 καλύπτει όλες τις ανάγκες, ειδικά με λειτουργίες όπως split screen, side apps, picture in picture και μεταφορά κειμένων,  βίντεο κτλ όπως σε έναν υπολογιστή με drag and drop!! Η οθόνη τρομερή και με μεγάλη φωτεινότητα, τα ηχεία ποιοτικά και δυνατά, είναι 4 η ποιότητα κατασκευής τρομερή φοβάσαι να το αγγίξεις! Το πήρα στα 570 εγώ είναι αρκετά χρήματα αλλά ξέρεις ότι για τα επόμενα 4 χρόνια τουλάχιστον θα περνει ενημερώσεις και γενικά ότι θα σου βγάλει εάν το προσέχεις 7-8 χρόνια χωρίς υπερβολες και σε συνδιασμο με 4giga ram και το συγκεκριμένο επεξεργαστή θα πετάει για πολύ καιρό!",1
"Τα λόγια είναι περιτά για αυτό το πραγματικό εργαλείο δουλειάς!
Δυνατό σε ότι και να κάνεις θα σε βγάλει καθαρό και δεν θα κολλήσει πουθενα...θα το έχεις για πολλα χρόνια ακόμα...
Ενα μικρό βίντεο που έκανα με το δικό μου για όσους ενδιαφέρονται https://youtu.be/LX0JoOFkJdM",1
"Μετά την ανακοίνωση του νέου iPad Air (3), ήμουν πολύ προβληματισμένος ως προς το ποιο iPad να διαλέξω από τα δύο που τα βρίσκεις πλέον σε παρόμοια τιμή, ενώ σκεφτόμουν και το βασικό iPad (2018) το οποίο είναι σημαντικά φθηνότερο.

Τελικά είμαι σχεδόν σίγουρος πως έκανα την σωστή επιλογή, τουλάχιστον μεταξύ του iPad Pro 2017 και του iPad Air 2019. Οι διαφορές τους έχουν να κάνουν κυρίως ως προς τα παρακάτω: 

iPad Pro 2017 /  iPad Air 2019:

CPU A10x / A12
RAM 4Gb / 3Gb
Promotion display (120hz) / -
Ηχεία και στις 2 πλευρές / Ηχεία μόνο στην μία πλευρά

Άρα ο μόνος λόγος για να επιλέξεις το νέο iPad Air, είναι ο πιο γρήγορος επεξεργαστής καθώς και τα 14 γραμμάρια λιγότερα στο βάρος και το Bluetooth 5.0 έναντι του 4.2 του iPad Pro. 

Για μένα τα παραπάνω επισκιάζονται από τα υπέρ του iPad Pro μιας και το tablet είναι ήδη σφαιράτο (ο Α10x είναι πιο γρήγορος από τον Α10 υπόψη και συμπεριλαμβάνει και καλύτερη ενσωματωμένη κάρτα γραφικών). Έως τώρα δεν έχω συναντήσει ούτε ένα κόλλημα στην ταχύτητα και εκτιμώ πως μελλοντικά ο A10x θα μείνει το πολύ μία έκδοση iOS πίσω από τον A12, αλλά ευελπιστώ πως έχουμε χρόνια ακόμη μπροστά μας για αυτό. Επίσης αν σας ενδιαφέρει το gaming ή εφαρμογές που κάνουν χρήση της GPU, το iPad Pro κάνει σκόνη το Air, απλά ψάξτε τις Geekbench συγκρίσεις ως προς το ""metal performance"". Χάνεις περίπου ένα 17% σε ταχύτητα CPU αλλά κερδίζεις περίπου 29% σε απόδοση γραφικών. 

Επίσης η 4αρα RAM δεν περίμενα ποτέ ότι θα κάνει τόσο διαφορά, αλλά κάνει, αφού μπορεί να ανοίξω ""βαρύ"" παιχνίδι που άφησα πριν μέρες και στο μεταξύ να έχω ανοίξει άλλες δέκα εφαρμογές, αλλά το παιχνίδι να βρίσκεται ακόμα εκεί ανοιχτό στο background! 

Επίσης, μην υποτιμάτε καθόλου τα διπλά στερεοφωνικά ηχεία, κάνουν τεράστια διαφορά και για μένα κακώς δεν τα έχουν σε όλα τα iPads. Αυτά από μόνα τους αρκούν σαν λόγος για να προτιμήσετε το Pro έναντι του Air. 

Η promotion display (120hz) δεν κάνει τεράστια διαφορά στα μάτια μου, αλλά την έδειξα σε τρίτους on and off και είδανε σημαντικό προτέρημα. Σίγουρα good to have. 

Όσον αφορά την κάμερα τώρα, αυτή του Pro είναι σημαντικά καλύτερη του Air, αφού έχει Optical Image Stabilization, Focus Pixels (ότι και αν σημαίνει αυτό), LED Flash και 12 megapixel, αντί των 8 του Air. Κοίτα, είναι μία φοβερή κάμερα για κάμερα tablet/smartphone, αλλά πάει χαμένη διότι δεν παίζει να σηκώνω 10.5 ίντσες για να τραβάω φωτογραφίες, για ρεζιλίκια είμαστε τώρα;

Apple pencil δεν έχω πάρει μιας και δεν είμαι καλλιτέχνης και δεν μου περισσεύουν 100 ευρώ για να το το ""παίξω"" καλλιτέχνης και για να κρατάω σημειώσεις. 

Ούτε το Smart Keyboard έχω μιας και έχω laptop και δεν μου περισσεύουν 200 ευρώ για να έχω και ένα δεύτερο ημί-laptop. 

Και μιας και το φερε η κουβέντα, θα αντικαταστήσει το iPad Pro το laptop σας; Αναλόγως τι κάνετε με το laptop και αυτό είναι αυστηρά υποκειμενικό. Σαν ιπποδύναμη το iPad Pro είναι τέρας και σαν media consumption device μπορεί να αντικαταστήσει το laptop σε μεγάλο βαθμό. Αλλά παραμένει ένα iPad, με όλα τα θετικά και τα ""αρνητικά"" του. 

Προερχόμενος από iPad mini, η οθόνη των 10,5"" μου φάνηκε σοκαριστικά μεγάλη που έχει τα συν και τα μείον της. Το μεγαλύτερο μείον φυσικά είναι πως δεν είναι το ίδιο βολικό για καθημερινές μεταφορές. Δεν το ""πετάς"" έτσι απλά στην τσάντα σου και δεν χωράει φυσικά στην πίσω τσέπη όπως το mini. Επίσης, δεν είναι ιδανικό για διάβασμα βιβλίων και άρθρων και δεν μπορείς να το κρατήσεις με το ένα χέρι όπως το mini. Είναι όμως ιδανικό μέγεθος για βίντεο, παιχνίδια και χρήση ""productivity"" εφαρμογών (Office, Music / Photo / Video editing κλπ) και γενικότερα για χρήση εντός σπιτιού. Πάντως συνολικά, ίσως να ήμουν πιο ευχαριστημένος με το κλασικό μέγεθος των 9.7"" ως μέση λύση, εφόσον φυσικά θα γλίτωνα και σε βάρος και σε συνολικό μέγεθος (μαζί με τα bezels). 

Την μπαταρία του δεν είχα ακόμη χρόνο να την αξιολογήσω επαρκώς (το έχω λιγότερο από μήνα). Πάντως τελευταία παίζω το The Witness το οποίο είναι 3d και ρουφάει την μπαταρία σε περίπου 4-5 ώρες. Συνολικά και ως μέσο όρο με ""κανονική"" χρήση μάλλον φτάνει τις διαφημιζόμενες 10 ώρες, αλλά δεν νομίζω να πετύχω ποτέ τις 11-12 ώρες που με έβγαζε χαλαρά το iPad mini (χωρίς retina display όμως). 

Συνολικά θα έλεγα προτιμήστε άνετα το iPad Pro 10.5"" (2017) έναντι του iPad Air 10.5"" (2019). Αναλογιστείτε όμως μήπως σας βολέψει καλύτερα το νέο iPad mini 7.9"" (2019) ή το iPad 9,7"" (2018) το οποίο είναι πιο ""φτωχό"" σε ταχύτητα και χαρακτηριστικά αλλά και σημαντικά φθηνότερο.",1
"Το αγόρασα τέλη Απριλίου φέτος και μέχρι σήμερα το χρησιμοποιώ κάθε μέρα. Φανταστείτε πως το κινητό το αφήνω στην άκρη και δεν το χρησιμοποιώ και τόσο πολύ πια.
Είναι πραγματικά φοβερό. Φοβερή αναλύση, έχει 4 δυνατά ηχεία, δυνατή κάμερα και ταχύτατο touch-ID
Το χρησιμοποιώ με ένα logitech bluetooth keyboard καθώς και με το Apple pencil και η εμπειρία του ipad αλλάζει και γίνεται tablet-laptop. 
Οφείλω να πώ πως είναι αρκετά τσιμπιμένη η τιμή των 700€ (καθώς αν το πάρεις από Αμερική θα το αγοράσεις ακόμα και 40% φθηνότερα σε σχέση με Ελλάδα) αλλά να ξέρετε πως αυτή η επένδυση θα σας κρατήσει για αρκετά χρόνια.",1
