review,mysentiment,min,max,sentiment
"['Το έχω 5 μήνες και επίτηδες περίμενα να περάσει σεβαστό χρονικό διάστημα για να ανεβάσω κριτική.\nΛοιπόν, έχουμε και λέμε:\nΝοέμβριος 2020: Αγορά με 149€. Εντυπωσιασμένος από πολύ καλή ανάλυση γραφικών, την μπαταρία που κρατάει ακόμα και 3 ημέρες εάν δεν παίζεις παιχνίδια, και κάποιες πρωτόγνωρες λειτουργίες του MIUI (δεν είχα ξαναπάρει Xiaomi) - Αρχική εντύπωση: 5 αστέρια\nΔεκέμβριος 2020: Αρχίζουν τα προβλήματα. Απίστευτα κολλήματα, συνεχής χρήση της Εκκαθάρισης -χωρίς πάντα αποτέλεσμα-, καθυστερήσεις ανταπόκρισης στα πάντα (ακόμα και μια απλή κύλιση ανάμεσα στις αρχικές οθόνες), ολοκληρωτικό freeze περίπου 10 φορές μέσα σε ενάμιση-δύο μήνες, όπου χρειάστηκε ισόποσες φορές να κάνω force restart. Οι χειρότερες στιγμές ήταν όταν με καλούσαν και, ενώ ακουγόταν το κουδούνισμα και η δόνηση, στην οθόνη δεν εμφανιζόταν απολύτως τίποτα!!! Επίσης δεν συγχρόνιζε με τίποτα το Messenger, με αποτέλεσμα να χάνω σημαντικά και επείγοντα μηνύματα. Πριν σκεφτείτε ότι έφταιγε το Messenger, να τονίσω ότι δεν είχα ποτέ το παραμικρό ανάλογο πρόβλημα με το προηγούμενο κινητό (LG G3). - Σκέφτομαι να το πετάξω: 1 αστέρι\nΦεβρουάριος 2021: Τα προβλήματα εξακολουθούν, παρόλο που έχω απεγκαταστήσει μια σειρά από app. Επικοινωνώ με σέρβις και ενημερώνομαι για το αναμενόμενο: δεν είναι θέμα συσκευής, έχουν πολλά παράπονα από χρήστες του μοντέλου, το μόνο που μπορώ να κάνω είναι να περιμένω Update του MIUI. Οπλίζομαι με υπομονή και αποφασίζω να μην πετάξω στα σκουπίδια τα 149€ που έδωσα, και να περιμένω: 1 αστέρι.\nΜάρτιος 2021: Ξυπνάω ένα πρωινό και βρίσκω το κινητό να έχει κάνει restart μόνο του. Οκ, λέω, τώρα θα το πετάξω. Για καλή μου τύχη όμως, η επανεκκίνηση ήταν εξαιτίας του πολυπόθητου update 12.0.9. Επιτέλους τα κολλήματα περιορίζονται και σχεδόν εξαφανίζονται, η ταχύτητα ανταπόκρισης διορθώνεται σε σημαντικό βαθμό (όχι απόλυτα), δεν έχω ξαναχάσει κλήσεις, και τα νεύρα μου μειώνονται αναλόγως! Το Messenger εξακολουθεί, αλλά σε μικρότερο βαθμό, να μην ενημερώνει. Γενικά αποκαταστήθηκαν πολλά θέματα, αλλά όχι όλα.\nΟκ, δεν περιμένεις και θαύματα από ένα κινητό των 149€, αλλά αν μη τι άλλο περιμένεις να μην χάνεις κλήσεις και ψυχική ηρεμία. Εν αναμονή νέας, ακόμα καλύτερης έκδοσης: 4 αστέρια.']",0,-3,3,1
"[""Το μόνο που με ενοχλεί είναι το γεγονός οτι κολλάει καμιά φορά. Κατα τ'άλλα έχω το κινητό σχεδόν 6 μήνες και μπορώ να πω οτι αξίζει τα λεφτά του!""]",0,-1,1,1
"['Θα έβαζα 1 αστεράκι,αλλά αξίζει απίστευτα η αυτονομία μπαταρίας του. Μέτρια ανάλυση σε φωτογραφίες και βίντεο. Κολλάει υπερβολικά,ενώ δεν έχω εφαρμογές μέσα ,ούτε αρχεία. Το έχω 3,5 μήνες κι είναι σαν να το έχω πάνω από 2 χρόνια. Καθόλου ικανοποιημένη. Έχει ωραίο design,αλλά δεν έχει καμία σημασία τελικά. Δεν πρόκειται να ξαναγοράσω κάτι από την Xiaomi. Δωράκι ήταν αλλιώς δεν επρόκειτο να πάρω κάτι από αυτούς. Πλήρης απογοήτευση.']",0,-3,3,0
"['Το κινητό το πήρα σήμερα, οποτε θα γραψω τις πρωτες εντυπωσεις. η μπαταρια του φαινεται καλη, μαζι με την αναλυση της οθονης οπως και της καμερας. απο συγκρισεις που εκανα προσωπικα , ειναι το καλυτερο στα χρηματα του. μετα πας σε ναυαραρχιδα θεωρω για καλυτερο κινητο. ειναι λιγο βαρυ, αλλα εμενα προσωπικα δεν με δυσαρεστει, επισης θετικο ειναι οτι εχει ενσωματωμενη θηκη μεσα. σε γενικες γραμμες ειναι αυτο που περιμενα να δω και απο τις αξιολογησεις μιας και προηγουμενως ημουν κατοχος redmi 6a οποτε ναι οι διαφορες ειναι με διαφορα καλυτερες. νομιζω ειναι η ιδανικοτερη επιλογη αν θες ενα απλο κινητο να κανεις καποια πραγματα, οπως κλησεις , ιντερνετ, χαρτες κλπ. καλυπτει και με το παραπανω αυτες τις αναγκες,']",0,-2,2,1
"['Πεταμένα λεφτά! Το έχω μόλις 5 μήνες και η κάμερα κολλάει απίστευτα... να βγάλεις φωτογραφία σε πορτραίτο αποκλείεται γιατί θα κάνει δέκα χρόνια, κλείνει μόνο του,παγώνει η οθόνη και θέλει αναγκαστική επανεκκίνηση από το πλήκτρο, το αποτύπωμά δεν πιάνει καλά και αν έχεις πολλές εφαρμογές ανοιχτές απλά δεν τσουλαει το κινητό..... βλακεια που το πήρα χύμα χωρίς να ρωτήσω.... ότι χειρότερο έχει βγει στην αγορά!']",0,-3,2,0
"['Πεταμένα λεφτά,  από τον πρώτο μήνα άρχισε τα περίεργα σβήνει η οθόνη και δεν ανάβει,  δεν τερματίζει τις κλείσεις κλπ,  το πήγα για service,  μετά από μια εβδομάδα τα ίδια... Κανονικά θα έπρεπε η εταιρεία να το αποσύρει και να δώσει πίσω τα λεφτά ή να δώσει επιδότηση για άλλη συσκευή.']",0,-2,1,0
"['Πολύ καλό κινητό για έναν που το θέλει για απλή χρήση (τηλέφωνο, YouTube, social media,κτλ)']",1,-2,3,1
['Νταξ το κινητά κι είναι μέτριο. Έχει καλή μπαταρία ωραία οθόνη και είναι σχετικά στιβαρό. Η κάμερα είναι από μέτρια έως και χάλια βίντεο 720p καλά. Όσοι θέλουν ενα κινητό που να κάνει την δουλειά του είναι οκ. Και παιχνιδάκια παίζει αλλά μην φανταστείτε τίποτα το τρομερό.'],0,-3,3,1
"['Το συγκεκριμένο κινητό, αρχικά το πήρε η γιαγιά μου. Την ικανοποίησε αρκετά. Μετά είπα να το πάρω κι εγώ. Νομίζω τζάμπα λεφτά. Κολλούσε από την πρώτη στιγμή. Σε κάποιες φάσεις μου έκανε κάτι περίεργα, ας πούμε έσβηνε και δεν ξανάνοιγε για αρκετή ώρα. Δεν βγάζει καλές φωτογραφίες ούτε τραβάει καλά βίντεο. Εγώ δεν το προτείνω πάντως.']",0,-3,3,0
"['Ειπα να ρισκαρω παρω ενα κινητο με μεγαλη οθονη ,αλλα οικονομικο !!! Μεγα λαθος!!!τσιγκουνευτικα λιγα ευρω και το μετανιωσα!!Αθλιος ηχος στη μουσικη μετριες φωτογραφιες το κυριοτερο σβηνει μονο του οταν το αφησεις ακομη και απο αποσταση λιγων εκατοστων ,πρεπει να το ακουμπας σαν να ειναι αυγο να μη σπασει !!Μακρια λοιπον μακρια!!!!!!']",1,-2,3,0
"['Εχουν περάσει από τα χέρια μου πολλά κινητά.Από πανάκριβα, μέχρι no name κινέζικα των 70€ απο ebay. Αυτό είναι μακράν το χειρότερο κινητό που έχω πιάσει στα χερια μου.Εκτός από το γεγονός ότι έχει τραγικό ήχο, πολύ μέτρια καμερα και υπερβολικά μικρή μπαταρια, μετά απο μια εβδομάδα χρήσης άρχισε τα τρελλά του. Όταν άνοιγα Wi-Fi  ή δεδομένα για να κατεβάσω κάτι ή όταν  το  χρησιμοποιούσα ως  gps , άρχιζε να υπερθερμαινεται και  να  κάνει επανεκκινησεις  και η μπαταρία απο πλήρης έπεφτε  στο 1%. Το έδωσα για επισκευή και όταν το πήρα πίσω, μετά απο 5 λεπτά άρχισε πάλι τα ιδια.Τώρα είναι η δεύτερη φορά που το στέλνω για επισκευή και ακόμα περιμενω....']",0,-3,2,0
"['Το αγόρασα. ως δώρο για τον πατέρα μου.\nΟι βασικές προτεραιότητες ήταν μεγάλη και ευκρινης οθόνη , μεγάλη διάρκεια μπαταρίας και επαρκης επεξεργαστική δύναμη για βασική χρήση ( browsing , media κτλ ).\n\nΣε όλα τα παραπανω η συσκευή είναι παραπανω από καλή με δεδομένη και την τιμή της.\n\nΜεγάλη οθόνη 6.6"" , με καλές γωνίες θεασης και ανέλπιστα ζωντανά χρώματα .Επισης αρκούντως ευκρινής καιτοι η ανάλυση ειναι HD+ ( 720p).Μικρη ένσταση για την  φωτεινότητα ιδίως κάτω από τον ήλιο , η οποία θα μπορούσε να είναι καλύτερη .\n\nΘετικό ωστόσο οτι η μόνιμη  ρύθμιση στο 100% της φωτεινότητας , πρακτικά δεν επηρεάζει την διάρκεια της  μπαταριας , οπότε σώζεται η κατάσταση .\n\nΑναφορικά με την αυτονομία , όσο και να προσπαθήσει κάποιος σε μια ημέρα ή ακόμη και μια και μισή , δεν θα μπορέσει να την τελειώσει .\n\nΜε κανονική χρήση 2 ( οπωσδήποτε ) ή ακόμη και 3 ημέρες είναι εφικτές .\nΕνδεικτικά αναφέρω 3 ημέρες αναμονής με 6 ώρες ανοικτής οθόνης και υπολειπόμενο ποσοστό στο...30%! \n\n5000 mah , σχετικά χαμηλή ανάλυση οθόνης ( 720p ) , μη ενεργοβορος επεξεργαστής MK G35 και ελαφρύ λογισμικό κάνουν το θαύμα τους σε ο,τι αφορά την αυτονομία...\nΗ μπαταρία δεν θα σας απασχολήσει.\n\nΗ επεξεργαστική δύναμη είναι επαρκεστατη για καθημερινή χρηση.Υποθέτω ότι σε αυτό παίζει ρόλο και το σχετικά καθαρό λογισμικό της Realme.\nAndroid 10 χωρίς περιττές εφαρμογές και με όλες τις βασικές λειτουργίες ""on-board"".\nΕλάχιστο αλλά χρήσιμο customization από την Realme στο λογισμικό , ιδίως σε ο,τι αφορά στην...εξοικονόμηση ενέργειας , αν και όπως αναφέρθηκε , η συσκευή δεν πάσχει επ αυτού.\n\nΓια όσους ψάχνουν φτηνό φορητό gaming δεν εχω καποιο σχόλιο , καθώς όπως είπα η συσκευή προοριζόταν γι απλη καθημερινή χρήση.\nΠαρ\' όλα αυτά ο Mediatek επεξεργαστής ( G35 ) που φοράει το Realme c11 , υποτίθεται ότι είναι βελτιστοποιημενος για gaming.\nΟυσιαστικά είναι μια αναβάθμιση του προυπαρχοντος P35 με έμφαση στο gaming , εξ ου και το ""G"" , στην ονομασία .\n\nΜια κουβέντα και για τις κάμερες .Η βασική των 13 , είναι επαρκεστατη σε συνθήκες καλού φωτισμού και γίνεται ακόμη καλύτερη με την εφαρμογή  gcam (  για όσους γνωρίζουν ) , με πιο ζωντανά χρώματα και καλύτερη αντίθεση.Οσο μειώνεται ο φωτισμός γίνεται αντιληπτό ότι πρόκειται για μια συσκευή των 100 ευρώ...\n\nΕν κατακλείδι , στα 100 ευρώ , η Realme προσφέρει ένα πολύ καλό smartphone  για  βασική , καθημερινή  χρήση μ\'εμφαση στην αυτονομία της μπαταριας χωρίς ουσιαστικές ελλειψεις.\n\nΧρήστες χωρίς ιδιαίτερες απαιτήσεις ( κάμερες , ήχος , μεγάλη επεξεργαστική ισχύ κτλ ) θα το βρουν παραπανω από ικανοποιητικό .\n\nΕίναι vfm ; Ασφαλώς ναι , σε σχέση με τα κινητά πέριξ των 100 ευρω.Μονος ουσιαστικός αντίπαλος τα Redmi 9c , Redmi 9a , έναντι των οποίων έχει ίσως το ατού ενός πιο καθαρού  interface και ""γυμνου"" λογισμικού  χωρίς περιττές εφαρμογές .\n\nΥΓ Ελλείψεις/ παρατηρήσεις που καλό είναι ν\'αναφερθουν:\n -- Δακτυλικό αποτύπωμα , στην θέση του υπάρχει face unlock .\n -- 3 giga ram , μικρή σημασία σε αυτή την κατηγορία τιμής αλλά αν ήταν 4 , θα ήταν εύκολα ο Βασιλιάς της entry level κατηγορίας .\n\n-- Αναβαθμισεις ασφαλείας έχει λάβει 2-3 έως τώρα , αλλά η έλευση του  android 11 είναι ερωτηματικό , για όποιον τον ενδιαφέρει.\n\n-- Καλύτερη φωτεινότητα σε συνθήκες υψηλής ηλιοφάνειας .']",0,-3,3,1
['Λοιπόν το έχω μια βδομάδα το κινητό..\nΘΕΤΙΚΑ\nκαλή μπαταρία καλό ηχείο \nΑΡΝΗΤΙΚΆ\nκακό μικρόφωνο κακή ποιότητα οθόνης \nΦωτογραφική έτσι και έτσι μου έσπασε μέσα σε μια βδομάδα με την μια αργεί να ανταποκριθεί όταν κάποιος σε παίρνει τηλέφωνο και γενικά κολλάει πολύ.'],0,-3,3,0
"['Το συγκεκριμένο κινητό αγοράστηκε από την εταιρεία μου για χρήση εταιρικού.Το δούλεψα για 2 ημέρες και μετά από αυτό έβαλα τη κάρτα sim πίσω στο 2καρτο mi note 10 lite που έχω.\nΘετικά: οθόνη όμορφη και με καλή ανάλυση και χρώματα, ηχείο τιμιοτατο,το ui της realme όμορφο και σωστά στημένο.Με το που το άνοιξα πήρε αναβάθμιση σε android 10 πολύ θετικό.\nΜπαταρία ΤΕΡΑΣ δεν τελειώνει ποτέ.\nΑρνητικά: κάμερα χαλιά, ειλικρινά πολύ θόρυβος στη φωτογραφία ακόμα και σε συνθήκες καλού φωτισμού.video μια από τα ίδια, ταχύτητα μέτριο ίσως μου φαίνεται τόσο αργό λόγω της κυρίας συσκευής μου αλλά έχει κάποιες φορές αισθητό lag και χωρίς να είναι φορτωμένο με εφαρμογές.\nΑπουσία δακτυλικου αποτυπώματος και το face unlock δεν δουλεύει πάντα (πχ χαμηλό φωτισμό)\nΕν κατακλείδι, τίμιο κινητό με υποχωρήσεις που πρέπει να κάνει ο αγοραστής που ανέφερα παραπάνω.Μιλαμε για ένα πολύ οικονομικό κινητό οπότε δεν μπορούμε να τα έχουμε όλα.\nΓια εμένα καλύτερα redmi με +10-20€.']",0,-3,3,0
['για το χαμηλο του κοστος ειναι τιμια συσκευη'],0,-2,1,1
['Δεν είναι κάτι το ιδιαιτερο αλλά για κάποιον που ψαχνει ενα οικονομικό ανθεκτικό αδιαβροχο κινητό είναι πολύ οκ \n\nΑναλυτική παρουσίαση https://www.youtube.com/watch?v=z-VCjMkc2Cs'],0,-2,1,1
"['Το κινητό είναι δυστυχώς αποτυχία.. Το πήρα για τον πατέρα μου με πολλές ελπίδες, δίχως αποτέλεσμα. Εύχρηστο και γρήγορο για τις πρώτες 10 μέρες. Το κινητό αρχίζει και τρώει τρελά κολλήματα, δεν κλείνει η κλήση όταν πατάς το κουμπί για να κλείσει, δεν έχει χειροκίνητο κλείδωμα και εάν σας ενδιαφέρει, δεν έχει επιλογή σίγασης με δόνηση στα μηνύματα. Η πλοήγηση στις επαφές είναι δύσχρηστη και γενικά δεν θα σας το πρότεινα..']",0,-2,1,0
['Απλά πέταξα  120 ευρώ .Το τηλ. Κλείνει ξαφνικά.και κολλάει απίστευτα χωρίς να δέχεται καμία εντολή μέχρι να αδειάσει η μπαταρία του . Μετά όλα καλά παλι'],0,-2,2,0
['Αγορά 2 κινητών  Ένα για την μητέρα μου και ένα για μένα.\nΎστερα από 7 και 8 μήνες χρήσης αντίστοιχα (μόνο κλήσεις) \nμας καλούσαν και άκουγαν μπουρμπουλήθρες. \nΕμείς από την άλλη ή δεν ακούγαμε τίποτα ή δεν φαινόταν καν η κλήση.\nΤα συμπεράσματα δικά σας.'],1,-1,3,0
"[""καταρχας να πουμε πως οι απαιτησεις που εχουμε απο μια τετοια συσκευη ειναι συγκεκριμενες και περιορισμενες. εχω τον ιδιο αριθμο σε δυο σιμ κ αναλογα την περισταση χρησιμοποιω η το «καλο» η το δευτερο που ειναι πιο ανθεκτικο. πρωην κατοχος νοκια 3310 το οποιο ηταν μια χαρα αλλα ηθελα λιγο παραπανω. με το νοκια 800, ομολογω πως το πετυχα. -πιο γερο και στιβαρο \n-ο φακος σε σωστο σημειο για να μπορω να το αφησω και να κανω τη δουλεια που θελω\n-χαρτης ο οποιος ειναι αρκετα καλος(δεν εχει σχεση με την λειτουργια οπως σε smartphone αλλα κανεις την δουλεια σου)\n-η μπαταρια με 4g και bluetooth ολη μερα κραταει 2 μερες γεματες\n-το whats app δουλευει μια χαρα\n-τα κουμπια ειναι ευχρηστα και μπορεις να τα δουλεψεις και με γαντι\n\nστα αρνητικα(οσο αρνητικα μπορουν να θεωρηθουν)\n-θα μπορουσε να ειναι ενα κλικ πιο γρηγορο\n-η μπαταρια δεν εχει την διαρκεια που λενε. \n-ισως να ηταν λιγο καλυτερα διαμορφωμενες οι συντομευσεις\n-αν θες δευτερη σιμ δεν βολευει γιατι εχει κοινη θεση και για την sd καρτα οποτε κατι απ τα δυο πρεπει να το θυσιασεις\n\nδεν θα μιλησω για σοσιαλ καμερα ιντερνετ κτλ γιατι ειναι πραγματικα αδιαφορο για μια τετοια συσκευη.\nεχω φτασει σε σημειο να παραταω το «καλο» μου κινητο και να ειμαι ολη μερα μ αυτο. τα δεδομενα ειναι για να εχεις καλο σημα, να δεις τον χαρτη αντε να ελεγξεις και τα μειλ σου. αν θες κατι περισσοτερο πας σε smartphone και τελειωσες. νιωθω οτι τα λεφτα που εδωσα επιασαν τοπο. θα φανει βεβαια και σε 5-6 μηνες οπου θα εχω ακομα καλυτερη εικονα\n\nΜετά από τρεις μήνες χρήσης:\nαρνητικά:\n- θα βόλευε να έχει πλαϊνά κουμπιά για την ένταση του ήχου. αν ακούς ράδιο πρέπει να μπείς στο μενού, αν βλέπεις ένα βίντεο στο YouTube σου μικραίνει κι άλλο την οθόνη\n-ο φακός θα έπρεπε να είναι πιο έντονος\n-το μενού θέλει διορθώσεις. για παράδειγμα: 1. όταν μπαίνεις σε μήνυμα δεν μπορείς να καλέσεις κατευθείαν αλλά πρέπει να βγεις και να πληκτρολογήσεις τον αριθμό, 2. στην αναζήτηση στις επαφές για κάποιο λόγο στην αρχή βγάζει νούμερα αντί για γράμματα. πρέπει να περιμένεις μερικά δεύτερα για να ισιώσει, 3. στο ράδιο πρέπει να σκανάρεις όλους τουσ σταθμούς και μετά αν αποθηκεύσεις στα αγαπημένα ότι σ' αρέσει, 4. δεν απαντάς σε κλήση με το κεντρικό κουμπί όπου θα ήταν το πιο πρακτικό\nθετικά:\n-πιάνει 4g τέλεια. έχω σήμα παντού(ο λογος που άλλαξα το 3310\n-δυνατό ηχείο στην κλήση και σε ανοιχτή ακρόαση\n-όντως είναι γερό και αδιάβροχο. μου έπεσε από 5 μέτρα ύψος και δεν έπαθε τίποτα. είχε γεμίσει σκόνες και απλά το έπλυνα κάτω από τη βρύση(δεν χρειάζεται να το κάνουμε συνέχεια, μια φορά απλά για τη δοκιμή)\n-η λαβή που έχει στο κάτω μέρος είναι πραγματικά βολικότατη. έχω δέσει ένα κορδόνι και το κρεμάω παντού\n-ο χάρτης(αναλογικά) δουλεύει άψογα\n-συνδέονται άριστα με AirPods Pro(λίγο αστείο βέβαια γιατί έχουν διπλάσια τιμή απ το κινητό)\n-άριστο ως hotspot\n\nσυνεχίζω να είμαι απόλυτα ευχαριστημένος με την αγορά μου. τα αρνητικά που έχω παρατηρήσει δεν με ενοχλούν ιδιαίτερα. περιμένω όταν καταφέρω να πάω εξωτερικό να ανοίξω την περιαγωγή""]",0,-3,3,1
"['Με μια πρώτη ματιά φαίνεται πολύ καλό για την δουλειά που προσφέρει. Ένα ανθεκτικό κινητό χωρίς ιδιαιτερότητες. Το πήρα για τον πατέρα μου που δεν τον ενδιαφέρει ούτε το ίντερνετ,ούτε η φωτογραφία και ούτε να παίζει παιχνίδια.']",1,-2,3,1
"['Ακομα δεν εχω ολοκληρωμενη αποψη μιας κ το χω 1 μερα. \nΑργό όπως καθε αλλο σε αυτη τη κατηγορια.\nΦωτο και βιντεο μην περιμενετε κατι καλο, ολα τα τηλεφωνα του ιδιου τυπου βγαζουν χαλια.\nΠρος εκπληξη μου για τετοιο τηλεφωνο εχεις youtube , whatsapp , google maps, facebook.\n\nΤο μονο αρνητικο  που δεν περιμενα ειναι ο πολυ κακος ηχος! Τριζει , χαλια ποιοτητα ηχου, χειροτερο απο ραδιοφωνο!\nΑ! Επισης τα 4gb ειναι λιγα εαν θελεις να εχεις 2 καρτες ΣΙΜ, μιας και δεσμευεται η θεση της καρτας μνημης. Ασε που ο καθαρος χωρος ειναι 2gb.... Θα επρεπε να εχει τουλαχιστον 8gb!']",0,-3,3,1
"['Είναι ένα στιβαρό και ανθεκτικό τηλέφωνο.  Μέχρι εκεί όμως. Τίποτα παραπάνω. Δεν είναι όπως τα παλιά Nokia, το λογισμικό Kaios είναι σε βρεφικό στάδιο ακόμα. Εφαρμογές ελάχιστες έως άχρηστες. Το κινητό είναι απογοητευτικά αργό. Το Internet Explorer είναι κάτι απλά για να λες ότι μπαίνει στο Internet. Η μπαταρία δεν είναι όπως το διαφημίζουν. Σε 2-3 μέρες τελειώνει άνετα. Μετάνιωσα που το πήρα αλλά με φώτισε ο Θεός και το πήρα από μεγάλη αλυσίδα καταστημάτων και μπόρεσα και το επέστρεψα την επόμενη ημέρα. Αν θέλετε απλο τηλέφωνο πάρτε κάτι άλλο. Όχι αυτό με τίποτα όμως. Κακώς υπάρχει και προς πώληση. Η τιμή του είναι εξωφρενική αλλά νόμιζα από τα videos στο YouTube ότι θα είναι γρήγορο. Μην πάρετε kaios τηλέφωνο και σίγουρα όχι αυτό. Θα κλαίτε τα λεφτά σας. Το ηχείο του είναι αρκετά δυνατό. Το θέμα όμως όπως προείπα είναι ότι είναι ΑΡΓΟ μέχρι θανάτου.']",0,-3,3,0
['Το πηρα πριν 1 μηνα και εδω και 3 βδομαδες το εδωσα να παει στιην Nokia γιατι ξεχναγε τις επαφες και καθε επαφη εγραφε +30 μονο αντι ολο το νουμερο και ξεχναγε και τα wifi. Επισης λενε πως εχει διάρκεια αναμονής 1032 ωρες και η δεν κραταει τοσο. το τσεκαρα χωρις να μπαινω ιντερνετ και κρατησε 5-6 μερες. Το κακο ειναι πως το πηρα και πεταξα 130 ευρο'],0,-3,1,0
['καλό προϊόν αλλά λίγο ακριβό\nΗ μπαταρία κρατάει 5 μέρες\nΔυνατή κατασκευή \nΑλλά θα το κοστολογούσα στα 80 ευρώ \nΒέβαια εμένα μου το κάνανε δώρο'],1,-2,3,0
['Πολύ καλό κινητό αλλά έχει 2 μέρες που το έχω και θα δείξει'],1,-1,3,1
"['είναι ένα πολύ budget κινητό και κατά την γνώμη μου μην το αγοράσετε μέσα σε 5 μήνες χρήσης θα σας κολλάει πολύ και οι κλήσεις που είναι το βασικότερο, ακούγονται με πολλές διακοπές και κάποιες φορές σου βγάζει μόνο ειδοποίησεις ( ότι σε πήραν τηλ) και τα 2 αστέρια πολλά του είναι']",0,-3,2,0
['Για έναν άνθρωπο που το θέλει να μιλάει και να μπαίνει σε λίγα social media το κινητό είναι καλό για μένα που το ήθελα κάτι παραπάνω δεν αξίζει και τόσο γιατί εγώ το θέλω για παιχνίδια μουσική και social media πχ instagram facebook messenger viber και webex'],1,-2,3,0
"['Αγοράστηκε 1 χρόνο πριν για τη μητέρα μου. Μπορεί να αποκρίνετται καλά σε καθημερινή λειτουργία (πολύ ελαφρύ browsing, viber) αλλά έχει θέμα με τις κλήσεις.  Δεν είναι δυνατόν να αγοράζεις ένα κινητό (έστω smartphone) και να μην πραγματοποιεί το βασικότερο του καθήκον:  να παίρνεις ή να σε παίρνουν τηλέφωνο και να τους ακούς και να σε ακούνε. Παρά πολλές φορές όταν κάνει κλήση είτε δεν ακούει τον ομιλητή είτε δεν την ακούει ο ομιλητής. Αν το βλέπετε τώρα αυτό το σχόλιο απλά μακριά από αυτό το τηλέφωνο. Δώστε 30 ευρώ παραπάνω και πάρτε redmi 9 ή κάτι παραπλήσιο.']",0,-2,2,0
['πιστεύω ότι δεν έχει καλή κάμερα και οταν μπαίνω σε μερικά παιχνίδια κολαει πάρα πολύ και μερικές φορές με βγάζει από το παιχνίδι και επιστρέφω πάλι στην αρχική οθόνη αλλά κατά τα άλλα είναι οτκ'],0,-2,1,1
"['Καλό για την τιμή του, ιδανικό για μη εξοικειωμένους χρήστες smartphone καθώς έχει πιο απλό λειτουργικό σύστημα']",0,-1,1,1
"['το κινητό το πήρα για την μητέρα μου που δεν έχει πολλές ανάγκες, κυρίως κλήσεις και σερφαρισμα. έχει θέμα με τις κλήσεις, πολλές φορες δεν ακουγεται ο ομιλητης, κολλαει και κανει διακοπες ενω υπαρχει σημα. κολλαει συχνα και στο ανοιγμα απλων εφαρμογών. η οθονη δε πολυ βλέπεται κατω απο τον ηλιο, κι ας ειναι τερμα. γενικα δεν ειναι για πολλά, πιστεύω οτι η επίδοση του ειναι σχετικά ικανοποιητικη (αγοραστηκε 65€)']",0,-2,1,0
['Καλημερα. Μονο για κλησεις και για καμια πασιετζα ειναι το κινητο. Το εχω σαν 2ο για δουλεια.  Για χαρτες-browsing και Social Media σιγουρα για κοιταζα για κινητο 100$+. Εκτος αν εχεις πολυ υπομονη χαχα'],0,-2,2,1
"['Είναι ένα πάρα πολύ αξιόλογο κινητό. Στα χρήματα μην περιμένετε πάρα πολλά άλλα τις βασικές λειτουργίες του τις κάνει και δεν κολλάει. Το κινητό είναι για ανθρώπους που θέλουν κυρίως κλήσεις, email/messenger και λίγο browsing.']",0,-1,1,1
"['Παιδιά το κινητό μάλλον είναι ελλατωματικο με το που κολλήσει κάνει επανεκκίνηση πολλές φορές ενώ τα σοσιαλ αργούν πολύ να ανοίξουν ενώ και στο σερφαρισμα είναι αργό,όταν με καλούν χτυπάει το κινητό και δεν μου εμφανίζεται ποιος με παίρνει για να απαντήσω ή να το κλείσω και φυσικά άμα πατήσω τίποτα όταν χτυπάει κάνει επανεκκίνηση.Μια φορά με έπαιρνε ο πατέρας μου τηλέφωνο πάω να το σηκώσω και μόλις του ακουμπάω την οθόνη κάνει επανεκκίνηση.Βεβαια έχει καλή κάμερα μπρος πίσω δυνατό ηχείο και σχετικά καλή διάρκεια μπαταρίας ενώ η ανάλυση οθόνης είναι μέτρια-καλη.πιστυεω πως το κινητό μου βγήκε ελλατωματικο οπότε δεν θα το ξανααγοραζα.']",0,-2,2,0
"['Για έναν απλό χρήστη που να το έχει περισσότερο  για κλήσεις,για λίγο σερφάρισμα να βγάζει πότε πότε καμιά φωτογραφία η να τραβήξει βίντεο  και για  να ακούει μουσική η ακόμη να παίζει ελαφριά παιχνίδια είναι ότι πρέπει.Αν πάει για όλα και να το χρησιμοποιεί συνέχεια εκεί πάει αλλού.\nΕυχαριστημένος είμαι μιας που το έχω μόνο για κλήσεις/μουσική και σερφάρισμα και το χρησιμοποιώ περιστασιακά.']",0,-2,2,1
"['redmi9AΚΟΡΥΦΗ!!.ΜΕ 100€\'all including""..Τοχω10μηνες.Ποσο μάλλον τωρα80€!!!,που κάνει.Για μεσο λογικό χρήστη.)']",0,-1,1,1
