review,result,min,max,stars tag
"['Την αγόρασα εδώ και ένα μήνα. Η διαχυση λευκού στις γωνίες και σε κάποια σημεία  γύρω γύρω είναι ενοχλητική όταν έχω απόλυτο σκοτάδι στο χώρο! Το είπα από την πρώτη εβδομάδα στο κατάστημα και παρότι πλήρωσα support με έκαναν μπάλα με τον τεχνικό του καταστήματος και το service της Samsung στην πόλη που μένω! Τελικά μου είπαν ότι είναι εντός προδιαγραφών και ότι.,οτι πληρώνεις παίρνεις δηλαδή ότι είναι φθηνό μοντέλο. Έλεος.. Δεν πρέπει να τα πουλάνε λοιπόν αυτά τα μοντέλα! Έκανα το τεστ χρωμάτων για τηλεοράσεις 4κ Led μέσω YouTube και παρατήρησα μια κιλιδα στο κέντρο της οθόνης, μίλησα με το service την έστειλα και ζήτησα αντικατάσταση! Δεν βλέπω να βγάζω άκρη...']",-1,-2,1,-1
"['Καινούργιος κάτοχος έρχομαι από LG καλή lg των 800 ευρώ με magic remote control,4k και τα σχετικά, χτύπησε πάνελ στα 3,5 χρόνια κόστος 300 ευρώ,δυστυχώς απογοήτευση,είπα να δοκιμάσω την συγκεκριμένη και μπορώ να πω φοβερή εικόνα φοβερά χρώματα πάρα πολύ καλό το μαύρο τους,value for money στην συγκεκριμένη χρονική περίοδο με εγγύηση 5 χρόνια εγγύηση δωρεάν....']",-1,-4,3,1
['Για σας για εικόνα απίστευτη κ αν βλέπεις με HDR με 4K 50 που πείρα εγώ αξίζει με το παραπάνω αλλά καλύτερα να δώσεις λίγο παραπάνω να παίρνεις με 120 FPS  είμαι ευχαριστημένος πάρτε με κλειστά μάτια'],0,-2,2,1
"['Αγοράστηκε η 43 ιντσών από μεγάλη αλυσίδα στα 399 ευρώ. Η κατασκευή δείχνει ποιοτική τόσο η οθόνη όσο και το πίσω μέρος. Τα πλαίσια γύρω από την οθόνη είναι σχεδόν ανύπαρκτα. Το μενού ενδέχεται να μπερδέψει κάποιον που δεν έχει επαφή με την τεχνολογία, όπως και το τηλεκοντρόλ. Εάν κάποιος δυσκολεύεται με το τηλεχειριστήριο στην τηλεόραση ταιριάζουν και τα κλασσικά τηλεχειριστήρια για Samsung τωv 3 ευρώ οπότε και επιταχύνονται οι διαδικασίες ρύθμισης. Στιβαρή κατασκευή, δεν τρίζει τίποτα. Άψογη συνδεσιμότητα και ασύρματα και με καλώδιο utp. Η εικόνα είναι πολύ καλή (ιδίως στο dynamic)το ίδιο και ο ήχος για μεσαίες απαιτήσεις. Η τηλεόραση κάνει αναβάθμιση upscale της χαμηλής ανάλυσης που εκπέμπουν τα ψηφιακά κανάλια (τα απλά και HD) και ενδεχομένως κάποια πράγματα να μην απεικονίζονται με 100% φυσικότητα. Θεωρώ ότι δεν υπάρχει ανταγωνιστής στα 400e σε αυτή την κατηγορία των 43 ιντσών.']",0,-3,3,1
"['Κάτοχος της συγκεκριμένης τηλεόρασης εδω και λίγες μέρες !\nΠρωην κάτοχος του μοντελου 7072 2018 !\nΕίχα μείνει πολυ ικανοποιημενος γι αυτο πηγα εδω !\nη 8 series ειναι πολυ ανωτερη και το συγκεκριμενο μοντελο μ αφησε αφωνο !\nΤο θεωρω το κορυφαιο μοντελο των  τηλεορασεων 4κ της αγοράς στη κατηγορια εως 500ε. \nΑν ειναι να πατε σε 4κ πατε σ αυτο το μοντελο που ειναι εκ των κορυφαιων.\nΑν ειναι να δωσετε 650+ δείτε qled/nanocell στα μετριας κατηγορίας μοντέλα !\nQled/Oled δεν ειναι αλλα καλύπτει τους 9/10 καταναλωτές !\nΔιακρίνω: Αναβαθμιση στο μενού, καλυτερο ήχο ,καλυτερη γωνία θέαση , ΠΟΛΥ ΚΑΛΥΤΕΡΑ ""Μαύρα"" , ομορφοτερα bezzels και πιο ζωηρά χρώματα , αλλά και καλυτερες ταχύτητες και σε επεξεργαστή και σε εικόνα. Καθολου bleeding στο δικό μου μοντέλο , την τεσταρα σε Netflix & Youtube και το 4Κ είναι απαιχτο. \nΠροτίμησα πολύ καλη 4κ παρά μέτρια Qled / Nanocell. Σε τεστ σε καταστημα είδα ότι ίσως ειχε πιο ομορφα χρωματα απ οτι 1 αντισοιχη qled των 620€. \nΈχει Spotify.\nΠροσωπική μου άποψη ολα !']",1,-2,3,1
['Πολύ καλή εικόνα και ήχος. Ποιοτική κατασκευή και έξυπνο χειριστήριο που παρότι ελέγχει κάθε συνδεδεμένη συσκευή λύνοντας τα χέρια στο πρόβλημα των πολλών τηλεχειριστηρίων ωστόσο δεν έχει το 100% των επιλογών της Nova οπότε σε αρκετές λειτουργίες πέραν των βασικών σε αυτή την περίπτωση δε γλιτώνεις τη δεύτερη συσκευή χειρισμού. Η διαφορά από μια Full HD τηλεόραση είναι εμφανής προς το καλύτερο φυσικά. Στις 43 ίντσες και στα 399€ νομίζω δε θα αφήσει κανέναν δυσαρεστημένο. Αν πρέπει να βρω κάποιο ψεγάδι είναι το ελαφρώς δύσχρηστο μενού για κάποιον μη εξοικειωμένο ή κάποιον μεγαλύτερης ηλικίας άνθρωπο.Για κάποιον που επιθυμεί άψογη εικόνα με ικανοποιητικό ήχο και ποιοτική κατασκευή σε προσιτή τιμή πρόκειται για εξαιρετική επιλογή.'],0,-3,3,1
"['έχω πάθει σοκ, αλλά έχω να πάρω tv 12 χρόνια..']",-1,-3,1,1
"['Για τα λεφτά της είναι αξιοπρεπεστατη ! Κάτοχος 43"" για υπνοδωμάτιο']",0,-1,1,1
['Τέλεια αξίζει τα λεφτά τής 65 ιντσών'],0,-1,1,1
['απλα τελεια τηλεοραση δεν κολαει καθολου και εχει την καλητερι πιοτητα που εχω δει.ΝΑ ΤΗΝ ΠΑΡΕΤΕ!!!!!!!!!!!!!!'],1,-1,3,1
"['Λοιπόν παιδιά χτες την πήρα η τηλεόραση είναι υπέροχη,σε σχέση με την LG43LK5100 που είχα πάρει η SONY η συγκεκριμένη έχει υπέροχη εικόνα ζωντανά χρώματα και πολλές περισσότερες επιλογές σε θέματα εικόνας και ήχου απ την άλλη της LG.Για το INTERNET κι αυτό μια χαρά είναι δεν μπορώ να κάνω σύγκριση γιατί η προηγούμενη η LG που ειχα ήτανε απλή,αλλά πέρα απ αυτό η εικόνα και όλα τα υπολοιπα ήχος κτλπ σε κομμάτι απλής τηλεόρασης είναι θαυμάσια καμία σχέση με την LG']",1,-1,3,1
"['Αγόρασα πρόσφατα την συγκεκριμένη τηλεόραση. Είναι HD και είναι πολύ ποιοτική συσκευή ως Sony. \nΑμφιταλαντεύτηκα μεταξύ επιλογής HD ή 4K, αλλά τελικά επέλεξα HD λόγω λοιπών τεχνικών  χαρακτηριστικών και τιμής. (x-reality pro, motion flow 400hz). Επίσης δεν είναι android, αλλά ίσως δεν έχει τόση σημασία, όσο η ποιότητα εικόνας βάσει μερικών video που είδα στο youtube. Είμαι φίλος των προιόντων της Sony και συνιστώ την αγορά της, ως ένα ποιοτικό προϊόν!']",1,-1,2,1
"['75’’..Καταρχάς για το μέγεθος και την τιμή της είναι αρκετά αξιόλογη ! Η θέαση από κοντινή απόσταση είναι μέτρια αλλά σε αυτό προφανώς δεν φταίει η τηλεόραση ! Ήχος είναι αρκετά καθαρός και δυνατός ! Το πρώτο ελάττωμα(στην δικιά μ συσκευή) είναι ότι δεν δουλεύει καθόλου η κάρτα δικτύου όποτε αναγκαστικά μέχρι να γίνει η αλλαγή (ελπίζω σύντομα γιατί από ότι ενημερώθηκα μάλλον δεν υπάρχουν διαθεσιμα κομμάτια ) συνδέεται με καλώδιο Ethernet στο Ίντερνετ ! Επίσης μεγάλο ελάττωμα θεωρώ ότι είναι το χειριστήριο ! Είναι παλαιού τύπου ,πλαστικό ρίχνει αισθητικά την ποιότητα του προϊόντος (έχει βέβαια τα απαραίτητα κουμπιά Netflix YouTube που κάνουν γρήγορη την πρόσβαση ) και είναι κάτι που με ξάφνιασε όχι τόσο ευχάριστα εάν αναλογιστεί κανεις ότι η προηγούμενη τηλεόραση ήταν Samsung μοντέλο του 2018 και είχε το σύγχρονο minimal χειριστήριο .καταλήγοντας και για να μην γίνω κουραστικός θεωρώ ότι αναλογικά του μεγέθους , της ποιότητας και της τιμής είναι μια καλή επιλογή σίγουρα πάντα με τα ελαττώματα της !']",1,-2,3,0
"['Γράφω αυτήν την κριτική μόνο και μόνο για να πω ότι έδωσα σχεδόν 400 ευρώ για μια τηλεόραση και μου φαίνεται ψεύτικη σαν κατασκευή/ποιότητα. \nΔεν έχω τις γνώσεις να κρίνω την εικόνα ή τον ήχο αλλά έχω άλλη μια samsung 9ετίας της ίδιας κλάσης τιμής και η παλιά ""τα έκανε τα λεφτά της"" που λέει και η έκφραση. Είναι στιβαρή και ποιοτική. Η καινούργια είναι σαν καρυδότσουφλο. Φοβάμαι να τη χειριστώ μη σπάσει. Δύο άλλα πράγματα που μου έκαναν κακή εντύπωση σε σχέση με την προ 9ετίας αδερφή της είναι το τηλεχειριστήριο που επίσης είναι ψεύτικο σε σχέση με το παλιό και η απουσία κοντρολ (κουμπιων ή λεβιέ) χειρισμού της πάνω στην τηλεόραση! Δεν υπάρχει τίποτα, ούτε ένα κουμπάκι. Όλα από το τηλεχειριστήριο! Ειδικά αυτό το τελευταίο μου κακοφάνηκε πολύ καθώς δεν είχα σκεφτεί καν ότι θα μπορούσε να υπάρχει. Άραγε είναι έτσι όλες οι τηλεοράσεις ή μόνο το συγκεκριμένο μοντέλο/μάρκα;']",-1,-3,2,1
"['Πολύ καλή τηλεόραση με αναβάθμιση ποιότητα εκόντας ακόμη και του τηλεοπτικού προγράμματος το κανει να φενεται ωραίο αλλά στις κινηματογραφικές ταινίες σε 1080p και με τον dolby ηχο του έχετε κινηματογραφική ατμόσφαιρα στο σαλόνι σας χωρίς υπερβολές ,οι γωνίες θέασης είναι τέλειες ,το μόνο κακο είναι το μενού της θα το ήθελα ποιο οργανωμένο σωστά κατα τα αλλά δεν εινα μόνο αξία για τα λευτα που κανει αλλά είναι μια πολύ καλή τηλεόραση που δεν θα πιστεύεται οτι την πήρατε με τόσα λίγα λευτα , πάρετε την με κλειστά ματιά δεν θα σας απογοητεύσει, θα καμαρώνετε τον εαυτού σας για την αγορά που κάνατε  δείτε την πως δείχνει παρακάτω\n https://www.youtube.com/watch?v=IBZd0WTIwBs']",0,-3,3,1
"['Αγορά στα 369 εδώ και μερικές μέρες από τοπικό κατάστημα με 3 χρόνια εγγύηση (οι Πατρινοί ξέρουν ;-) ). Μερικές μέρες που την έχω στο δωμάτιο είναι μια χαρά για τα λεφτά της. Αρκετά καλή εικόνα με εργοστασιακές ρυθμίσεις, ο ήχος θα μπορούσε να ήταν καλύτερος, οι εναλλαγές στα κανάλια είναι ικανοποιητικές (αν και βόλευε αν ήταν γρηγορότερες), βλέπεις από το πλάι και με κατακόρυφη κλίση μέσα σε λογικά πλαίσια. Δεν είχε το HbbTV ενεργοποιημένο και έπρεπε να κατέβει εφαρμογή από Samsung, το wifi τέλειο (γρήγορο και δεν χάνει σήμα), το μενού θα μπορούσε να ήταν καλύτερο και λιγάκι πιο εύχρηστο, αλλά αυτό είναι θέμα γούστου. Οι συνδέσεις είναι στο πλάι και βολεύει πάρα πολύ και φυσικά έχει HDMI ARC που είναι πρακτικό. Η κατασκευή της δεν είναι και ότι καλύτερο (αρκετά πλαστική) αλλά εμφανισιακά είναι μια χαρά, το τηλεκοντρόλ είναι μικρό, βολικό και έχει ότι χρειάζεσαι αλλά και αυτό πολύ απλό πλαστικό. Την έχω βάλει στον τοίχο οπότε δεν έχω άποψη για τα πόδια αλλά και αυτά πλαστικά είναι. Παίζει κανονικά βίντεο από εξωτερικές πηγές (usb, dlna, serviio) και κανονικά τους Ελληνικούς υποτίτλους (στο serviio θέλει αλλαγή προφίλ συσκευής σε series J). Θα χαρώ να απαντήσω ερωτήσεις από πιθανούς αγοραστές :-)']",0,-3,3,1
['Είχα πάρει μια lg που τελικά είχε πρόβλημα και μου είπαν αντικαταστήσει αλλά δεν εμπιστεύομαι ξανά αυτή την μάρκα έτσι πήρα Samsung την 50 ... μπορώ να πω πολύ καλύτερη από την lg ...ωραία εικόνα ήχος μενού λίγο το τηλεκοντρόλ είναι χαμηλής ποιότητας αλλά δεν έχει θέμα ... αξίζει τα λεφτά της την αγόρασα 449 .... αξίζει τα λεφτά της ....'],-1,-2,1,1
['Την πήρα πριν 2 εβδομάδες σημερα το πρωί την ανοίγω και μου εμφανίστηκε μια κόκκινη οθόνη το πάνελ έδειχνε κόκκινο την βγάζω από την πρίζα και μετά έφτιαξε.'],0,-1,1,0
"['Αγόρασα μια Samsung 50"" 400€  αρχές Δεκεμβρίου του 2020. Φεβρουάριο του 2021 χρειάστηκε να βγάλω το καλώδιο της κεραίας και το βίσμα της τηλεόρασης έσπασε. Μίλησα με την αντιπροσωπεία την ελληνική (τηλεφωνικά) αλλά και με την Κορεατική (email) και μου είπαν οτι το βίσμα της κεραίας είναι ενσωματωμένο με την πλακέτα και ότι η ζημιά δεν καλύπτετε από την εγγύηση . Η αλλαγή της πλακέτας κοστίζει 225€ . Και όλα αυτά από το τηλέφωνο χωρίς να έρθει κανείς να εκτιμήσει την ζημιά.']",-1,-2,1,-1
['λοιπόν σήμερα ήρθε η τηλεόραση και χάλασε από την πρώτη μέρα. δηλαδή μετά από ούτε 2 ώρες χρήσης. έσβησε κι έχει κολλήσει σε ένα mood φάση restart. πάει να ανάψει και σβήνει και το ίδιο από την αρχή χωρίς τέλος. την έχω βγάλει από την πρίζα και δεν λέει να φτιάξει. επίσης στο ίντερνετ για βοήθεια πέφτω μόνο σε κάτι σελίδες από Ουγγαρία κ Βουλγαρία. \nθα καλέσω αύριο το κατάστημα να δω τι θα μου πει.. \nείναι πάντως μια από τις πολύ φτηνές TV. αν μου δωθεί η δυνατότητα θα την επιστρέψω κ θα πάω για άλλο μοντέλο..'],1,-2,3,-1
"[""Για 360 ευρώ τρομερό value for money.Πολυ ευχαριστημένος απο την αγορά. Ωραια καθαρή εικόνα και ζωντανά χρώματα. Αγόρασα την 43' για μέσα στο δωμάτιο είναι αρκετά μεγάλη, ευτυχώς που δεν αγόρασα την 50'.""]",0,-3,3,1
['Η συγκεκριμένη τηλεόραση είναι αρκετά καλή έχει πολύ ωραία και καθαρή εικόνα και δεν γυαλίζει αν παρακολουθήσεις στο πλάι. \nΑυτό που δεν μ αρέσει ιδιαίτερα είναι το στήριγμα που έχει για ποδαράκια. Μου δίνει την εντύπωση ότι άμα την κουνήσεις λίγο θα πέσει. Επίσης ο ήχος.. δεν είναι αρκετά δυνατός .. (συγκριτικά με μια lg που έχω στο 13 ακούγεται απίστευτα δυνατά) . Κατά τ αλλά είναι μια τίμια αγορά.'],1,-2,3,1
"['Βασικά μιας και Έλλην του εξωτερικού, την συγκεκριμένη τηλεόραση την αγόρασα από την Ουγγαρία. Στο Βελιγράδι διαμένω όπου η τιμή του συγκεκριμένου μοντέλου είναι σε τοπικό νόμισμα 400 Ευρώ, ενώ στην Ουγγαρία, ακόμα πιο φθηνή, 318 Ευρώ σε τοπικό νόμισμα. Την αγόρασα όταν βρισκόμουνα για μια υποχρέωση εκεί, και δεν το μετάνιωσα καθόλου. Εικόνα και ήχος πολύ καλή. Το μενού δεν είναι τόσο εύχρηστο αλλά ΟΚ δεν είναι αφορμή αυτή για να της δώσω χαμηλή βαθμολογία. Ευχαριστημένος από YouTube και Netflix καθώς οι λειτουργίες είναι έτοιμες με το σήμα των 2 αυτών πάνω στο τηλεκοντρόλ. Ας ελπίσουμε ότι δεν θα χρειαστεί να επανέλθω αλλάζοντας την κριτική μου γιατί είναι και νωρίς να την κρίνω.\nΌμως αυτό που πρέπει να επισημάνω είναι ότι, 51€ φθηνότερη στην Ουγγαρία, και κατά την γνώμη μου, 369€ που βλέπω στην Ελλάδα ότι κοστίζει, είναι στην τιμή πολύ τσιμπημένη, δεν είναι ""value for money"" τα 369€, πόσο μάλλον τα 400€ που κοστίζει στην Σερβία! Όμως τα 318€ που κοστίζει στην Ουγγαρία, είναι ""value for money"".']",-1,-2,1,1
"['Άψογη σε όλα. Πολύ καλή εικόνα και ήχο, χωρίς αποσυνδέσεις στο wifi. Μπορεί να είναι πιο ακριβή σε σχέση με άλλες στην κατηγορία της αλλά έχει την εγγύηση SONY.']",-1,-2,1,1
"['Χειρότερη τηλεόραση ever, πράγματικα δεν αξίζει τα λεφτά που δώσαμε για αυτή,χάνει συνέχεια το σήμα και θέλει αναζήτηση καναλιών,χάνει συνέχεια το σήμα wifi και θέλει αναζήτηση,τρομερά δύσκολη η χρήση της, συνδέεται πολύ δύσκολα με το κινητό,πολύ απογοητευμένη από την συγκεκριμένη τηλεόραση που την πήρα και για καλύτερη ποιότητα μετά από χρόνια χρήσης της Samsung εταιρίας.Επισης το τηλεκοντρόλ δεν πιάνει από την πρώτηερα χρήσης.Δεν την προτείνω με τιποτα']",-1,-3,1,-1
"['Την διάλεξα για τους γονείς μου στα 2,5 μέτρα περίπου και για το σαλόνι . Έχει πολύ καλή ευκρίνεια και λεπτομέρεια στα κανάλια . Σε σχέση με άλλες εισαγωγικές τηλεοράσεις έχει πολύ καλή φωτεινότητα και φυσικότητα στα χρώματα. Το ότι δεν είναι 4Κ ανάλυσης αλλά 2Κ, δεν παίζει ρόλο πάνω από τα 2 μέτρα απόσταση. Επίσης εύκολο χειριστήριο και έχει και έξοδο ακουστικών ,ώστε να ακούει ο πατέρας με ασύρματα ακουστικά χωρίς να ενοχλεί την μάνα μου. Οι γωνίες θεάσεις είναι εντάξει ,δεν ασπρίζει από το πλάι . Κάτι σημαντικό που έχει είναι ότι ο δέκτης της είναι ο DVBT2 HD για μελλοντική αλλαγή στα ψηφιακά.']",0,-2,2,1
['Το μόνο θέμα που παρατήρησα είναι ότι είναι λίγο αργό το μενού της και ότι μόλις ανοίξεις το PS χάνετε το σήμα από τα κανάλια HD.'],-1,-2,1,1
['Για της τηλεόρασεις πάντα το προϊόν έχει άμεση σχέση με τα χρήματα ότι πληρώσεις θα το παρειςυ.Ομως για τις sony είναι ελαφρώς τσιμπιμενες δηλαδή πληρώνεις λίγο παραπάνω τη φήμη .'],-1,-2,1,1
['Δύο τηλεοράσεις στα 5χρονια η καθεμιά οφ μια τρίτη σε αντικατάσταση της δεύτερης είναι στο σερβις'],0,-1,1,-1
['Η τηλεόραση για τα λεφτά της είναι καταπληκτική με καλή γωνία θέασης...όμορφη και καθαρη εικόνα με ευκρίνεια  .Την έχω μια βδομάδα.\nΠοιότητα κατασκευής πολύ καλή. \nΠοιότητα Samsung \nΝομίζω ότι είναι value for money!\nΑρνητικό είναι ότι θα ήθελα παραπάνω θύρες για ήχο όπως για ακουστικά η rca'],0,-2,2,1
"['Πρωτες μερες χρησης δεν βλεπω κατι αρνητικο Εχει πολυ ζωντανα χρωματα στις εργοστασιακες ρυθμισεις. Εγω τις πειραξα λιγο, εβαλα λιγο παραπανω κοκκινο. Μενου ειναι λιγο δυσκολο αλλα αν κατσεις να ασχοληθεις το μαθαινεις. τουλαχιστον τα βασικα. για την τιμη της και σε σχεση με τη ποιοτητα της samsung νομιζω ειναι απο τις καλυτερες στην αγορα.']",-1,-2,1,1
"['Φοβερή tv.  Πολύ μεγάλη η 75"", είναι σαν οθόνη κινηματογράφου(ειδικά το βράδυ είναι τέλεια!!! Τέλεια εικόνα κ ήχος.  Τέλεια σύνδεση στο ίντερνετ..Δεν χάνει το σύνδεση ούτε δευτερόλεπτο. Δεν κάνει κανένα τρέμουλο η εικόνα. Εύκολη σύνδεση και στο app της Samsung  για  update!!! Εαν είστε σε φάση που θέλετε να πάρετε μια καλή  smart tv .. Η συγκεκριμένη 75"" είναι παραπάνω από καλή!']",1,-1,4,1
['Πολύ ωραία εικόνα και ήχος...πολύ ωραία οπτική γωνία χωρίς να ξεθωριάζει τα χρώματα της... προσωπικά κανένα προβλήμα με το τηλεχειριστήριο.\nΤαινία σε ultra HD με soundbar νομίζεις ότι βρίσκεσαι μέσα στην ταινία.προσωπικα την προτείνω ...δεν είναι Android αλλά κλασικές εφαρμογές εγκατεστημένες και εύκολα προσβάσιμες.'],0,-2,2,1
['Καλή τηλεόραση το μόνο που με ενοχλεί είναι το τηλεχειριστήριο έχει μια μικρή καθυστέρηση... Δεν είναι android αλλά οκ έχει αρκετά στο store του.\n\nΕrtflix έχει για όποιον αναρωτιέται.'],1,-2,3,1
"['Την εχω 2 εβδομαδες περιπου και μπορω να πω οτι ειμαι ικανοποιημενος. Γενικα η χρηση που του κανω ειναι stream through WiFi απο το laptop μου και ταινιες (οχι παιχνιδια μεχρι στιγμης) και μπορω να πω οτι αξιζει τα λεφτα της.\n\n*Update edit 6/4/2021\nΟλο αυτο το διαστημα χρειαστηκε μια φορα να κανω reset στις εργοστασιακες ρυθμισεις καθως ειχε κολησει και δεν μου ανοιγε εφαρμογες (oteTV - netflix). Για τα λεφτα της ειναι αρκετα καλη, ο ηχος δεν μπορω να σχολιασω αρνητικα καθως εχω δικο μου soundbar, το μενου και οι εφαρμογες δεν κολανε. Το μονο αρνητικο θα πω ειναι το connect through wifi με laptop δεν λειτουργει καλα.']",1,-2,3,1
"['Περίμενα πολλά περισσότερα σε εικόνα ειδικά στα κανάλια της τηλεόρασης , σε βίντεο από DVD ή άλλη πηγή τα πάει πολύ καλά . Ο ήχος της από τους καλύτερους που έχω ακούσει . Το μενού αρκετά δύσχρηστο και θέλει εξοικείωση . Επίσης αρνητικό ότι για να ταξινομήσεις τα κανάλια όπως θες , πρέπει να χρησιμοποιήσεις στικάκι . Σίγουρα δε θα την επέλεγα για δική μου , εμένα απλά μου ζητήθηκε να την τοποθετήσω και να τη σετάρω από φίλη που δεν ασχολείται .']",1,-2,3,0
['Μετά από ένα χρόνο έβγαλε κάθετες γραμμές στο panel και μία έντονη λάμψη στην κάτω δεξία γωνία που παραμορφώνει την εικόνα. Έχει σταλλεί για service και περιμένω.'],-1,-2,1,-1
"['Η ΤΗΛΕΌΡΑΣΗ ΕΊΝΑΙ ΤΈΛΕΙΑ value for money \nέχει ωραία χρώματα και αρκετό καλό δυνατό ήχο εγώ αγόρασα την 55 ίντσες και το πλαίσιο της είναι κάπως άσημι πολύ όμορφη τηλεόραση και τα ποδαράκια της δεν χρειάζεται κάποιο εργαλείο είναι κουμπωτά και ασφαλίζουν, για τα χρήματα της που κοστίζει γύρω στα 450 ευρώ πιστεύω ότι αξίζει!']",1,-1,3,1
"[""Κάτοχος της 50αρας τηλεόρασης εδω και 4 ημέρες...\n\n 1. Εικόνα : Άψογη εχει περιθώριο καλιμπραρισματος και φτάνει Qled επίπεδα απόδοσης (το λεω γιατι εκανα σύγκριση με του σαλονιού και τα μαυρα ειναι ίδια απλα η Qled εχει ποιο φωτεινό HDR ).\n\n2. Βαρυ UI που κολλάει και κακη απόδοση τηλεχειριστήριου προσωπικά δεν με ενοχλεί γιατι την ελενγχω απο την εφαρμογη smart things πολυ γρήγορα και εύκολα.\n\n3. δεν υπάρχει ποια το 1410 update πουθενα και το update ειναι κλειδωμένο option ειναι δεν ξερω γιατι.\n\n4.περιμένω το ps5 να δω απόδοση κονσόλας (δεν επελεξα τηλεωραση hdmi 2.1 που υποστηρίζει 120 fps διότι τα περισσότερα παιχνίδια που πειρανε update για το ps5 αναβαθμίστηκαν να τρεχουν με 60fps και οχι 120fps με εξερεσεις Call of Duty που το τρεχω 120fps στο Asus μονιτορ μου real time συνδεδεμενο με το ps5 (το ειδα στο Youtube asus vg32vq ps5 compatible) ).\n\n5.Με εντυπωσίασαν τα ηχεία αλλα ο λογος ειναι οτι η τηλεωραση ειναι σε υπνοδωμάτιο γι'αυτο ακούγονται καθαρα και δυνατά αν την θες για σαλονι συνιστώ ηχεια.\n\n6. Ανεβαστε το sharpness 12 και το αντίθεση και φωτεινότητα 4 βαθμους και εχεται Qled.""]",0,-2,2,1
"['Η οθόνη τα σπάει έχει full καλή ανάλυση και όταν παίζω, είναι λες και παίζω στην καλύτερη οθόνη του κοσμου']",0,-1,1,1
"['Ήμουν στην ατυχή θέση να πάρω την τηλεόραση και να μου καεί το πάνελ μέσα σε δυόμιση μήνες χρήσης. \n\nΚαθώς δεν υπάρχει σέρβις στην περιοχή μου, έπρεπε ο ίδιος να την ξαναπακετάρω και να τη στείλω με μεταφορική Αθήνα. Αυτή τη στιγμή βρίσκεται στο σέρβις όπου περιμένουν ανταλλακτικό από Ολλανδία. \n\nEdit. Το service εξυπηρετικο κ γρήγορη επιδιόρθωση τηρουμένων των δυσκολιων λογω εορτων κτλ.']",-1,-2,1,0
['Value for money τηλεόραση. Τπτ τρελό από εικόνα αλλά αξιοπρεπής για το κόστος της. Ωραίο μενού λεπτή εμφανισιακά και γενικά για 340 ευρώ Samsung 4k είναι πολύ καλά.'],0,-2,2,1
"['Δεν είμαι σχετικός ,απλά καλύπτει όλες τις απιτήσεις μιας TV.\nΑυτό που θα ήθελα να ρωτήσω είναι για το κοντρόλ.Πραγματικά είναι άθλια η επικοινωνια με την TV.\nYπάρχει κάτι σε after market?Έχω ακούσει κάτι για smart control.Ξέρει κάποιος κάτι?\nΕυχαριστώ.']",-1,-4,1,1
['αγοραστηκε 450 περιπου τον αυγουστο του 2020 πολυ ικανοποιημενος για τα λεφτα της για την ποιοτητα της για την ταχυτητα της κτλ. το μονο κακο ειναι λιγο δυσχρηστος ο browser  της. youtube και netflix μια χαρα γρηγορα και ωραια !'],0,-3,3,1
"['Πολύ καλή εικόνα.\nΠολύ καλός ήχος δεν περίμενα να είναι τόσο καλός σε αυτά τα χρήματα.\nΚαλή ποιότητα κατασκευής με ωραίο σχέδιο φουτουριστικό.\nΑν δεν έχετε σκοπό να αγοράσετε κάποια ναυαρχίδα 50""ρα για gaming OLED 120hz  κλπ του χιλιαρικου τοτε αυτη εδω ειναι μια πολύ καλή μέση πρόταση.']",1,-2,3,1
"['αρκετά καλή ποιότητα εικόνας, χάνει ένα αστέρι λόγο του βαρύ μενού που έχει. Η απόκριση της τηλεόρασης όταν κάνεις browsing στα apps είναι λίγο αργή. Πιθανών σε κάποια μελλοντικο firmware update να βελτιωθεί η απόκριση.']",1,-1,3,1
"['Update : έπειτα από την αλλαγή οθόνης είναι μια χαρά η τηλεόραση . Δεν μου εμφανίζει τις σκιές και νομίζω ότι γενικά η προηγούμενη οθόνη είχε θέμα ως προς τα χρώματα . \n\nupdate μετά από 3 μήνες χρήσης: έβγαλε πρόβλημα στην οθόνη . Κάτι σκιές κάτι γραμμές και εδώ και 2 εβδομαδες δεν έχω τηλεόραση γιατί περιμένω την σαμσουνγκ να στείλει πάνελ . Αντί να μου κάνει αντικατάσταση . Αν μου δινόταν η δυνατότητα αντικατάστασης δεν θα διάλεγα την ίδια . \n\n   \nΤην έχω 2 μήνες \nΤην πρώτη βδομάδα μου παρουσίαζε ένα τρέμουλο στις αλλαγές οθόνης . Τρέμουλο το οποίο δεν έφευγε . Έπειτα από επικοινωνία με το σέρβις μου είπαν να κάμω επαναφορά εργοστασιακών ρυθμίσεων . Το πρόβλημα επιλύθηκε . Κατά τα αλλά η τηλεόραση δεν έχει πολύ καλό μαύρο . Στις ταινίες όταν βλέπω νετφλιξ και έχεις σκοτεινές σκηνές το μαύρο το χάνει . Αλλά σε ζωντανά  χρώματα είναι πολύ καλή . Την χρησιμοποιώ και για σύνδεση με Χβοχ ΟΝΕ Χ και είμαι ευχαριστημένος . Επίσης την συνδέω εύκολα με το IPhone , την ηχομπαρα μέσω Bluetooth και το λαπτοπ . Θα μπορούσαν να έχουν βάλει ένα καλύτερο Χειριστήριο .Για τα λεφτά της είναι καλή .']",1,-2,3,1
